date,facility_id,facility_name,city,country,facility_type,latitude,longitude,size_sqm,capacity,energy_consumption_kwh,energy_cost_usd,water_usage_liters,maintenance_cost_usd,downtime_hours,occupancy_count,occupancy_pct,equipment_utilization_pct,waste_generated_kg,co2_emissions_kg,temperature_c,humidity_pct,safety_incidents,day_of_week,month,is_weekend
2025-04-05,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,1786.4,276.29,1583.1,643.26,0.17,155,25.9,61.3,69.4,714.9,15.9,50.6,0,Saturday,April,True
2025-04-06,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,1787.6,276.49,1433.4,440.81,0.24,176,29.3,63.8,74.6,658.3,15.1,55.4,0,Sunday,April,True
2025-04-07,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3426.2,529.92,2322.5,562.95,0.24,291,48.6,52.3,105.6,1032.8,15.6,58.4,0,Monday,April,False
2025-04-08,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3172.5,490.67,2722.0,451.15,0.04,271,45.1,49.2,147.1,1109.4,16.8,58.4,0,Tuesday,April,False
2025-04-09,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3601.2,556.99,2443.8,661.97,0.14,266,44.3,68.4,113.9,1155.6,14.8,57.8,0,Wednesday,April,False
2025-04-10,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3588.0,554.94,2744.0,426.03,0.17,257,42.8,60.4,126.2,1128.9,20.2,54.8,0,Thursday,April,False
2025-04-11,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3505.1,542.12,2813.9,223.32,0.23,267,44.5,49.9,137.6,1180.7,17.5,63.8,0,Friday,April,False
2025-04-12,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,1865.6,288.55,1565.3,131.35,0.05,176,29.4,57.4,62.1,654.8,14.5,58.8,0,Saturday,April,True
2025-04-13,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,1967.5,304.31,1430.2,692.38,0.08,170,28.3,52.3,50.9,561.8,12.7,56.6,0,Sunday,April,True
2025-04-14,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3334.6,515.74,2549.9,510.34,0.18,253,42.1,46.5,123.6,1231.6,15.4,58.5,0,Monday,April,False
2025-04-15,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3247.2,502.23,2508.2,520.4,0.11,238,39.7,53.0,103.0,1092.2,17.5,53.9,0,Tuesday,April,False
2025-04-16,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3641.6,563.24,2490.8,665.04,0.05,256,42.7,46.0,145.2,1085.7,17.3,55.7,0,Wednesday,April,False
2025-04-17,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3468.1,536.4,2643.4,239.75,0.06,266,44.3,51.8,108.4,1086.9,16.4,45.8,0,Thursday,April,False
2025-04-18,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3267.9,505.44,2606.1,382.27,0.04,280,46.6,52.4,160.4,1200.2,15.7,54.4,0,Friday,April,False
2025-04-19,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,1829.8,283.01,1363.4,401.01,0.39,177,29.5,51.4,72.1,613.9,15.3,65.3,0,Saturday,April,True
2025-04-20,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,1796.5,277.85,1328.1,550.7,0.12,150,25.0,61.0,72.8,597.4,16.1,57.5,0,Sunday,April,True
2025-04-21,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3837.5,593.53,2638.6,331.16,0.16,337,56.2,57.7,92.2,1106.9,15.3,57.4,0,Monday,April,False
2025-04-22,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3428.2,530.23,2573.2,329.32,0.02,240,40.0,50.8,134.0,998.9,16.2,62.0,0,Tuesday,April,False
2025-04-23,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3465.2,535.94,2426.1,251.95,0.21,278,46.4,57.1,129.6,1076.8,18.9,59.0,0,Wednesday,April,False
2025-04-24,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3586.9,554.77,2851.8,612.99,0.28,311,51.9,63.6,105.6,1046.6,15.8,53.5,0,Thursday,April,False
2025-04-25,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3192.6,493.78,3058.1,323.53,0.03,313,52.2,49.5,132.9,1126.3,17.9,57.7,0,Friday,April,False
2025-04-26,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2022.0,312.73,1589.2,352.67,0.03,153,25.6,46.3,67.8,661.8,18.2,52.0,0,Saturday,April,True
2025-04-27,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,1831.1,283.21,1392.9,534.21,0.1,175,29.1,47.8,69.8,658.0,15.5,58.8,0,Sunday,April,True
2025-04-28,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3841.3,594.12,2681.3,330.2,0.18,312,52.0,57.5,131.6,1255.3,15.9,53.9,0,Monday,April,False
2025-04-29,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3402.4,526.23,3029.2,176.28,0.23,269,44.8,64.8,121.9,1239.5,18.9,62.9,0,Tuesday,April,False
2025-04-30,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3690.0,570.71,2448.1,195.14,0.29,298,49.6,60.6,136.0,1115.1,15.9,55.8,0,Wednesday,April,False
2025-05-01,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2958.8,457.62,2876.2,428.44,0.05,309,51.5,63.5,129.4,1161.6,17.3,54.4,0,Thursday,May,False
2025-05-02,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3240.8,501.25,2397.7,667.19,0.31,271,45.1,40.5,140.4,1159.6,20.5,58.1,0,Friday,May,False
2025-05-03,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,1887.5,291.93,1695.7,406.19,0.31,186,30.9,49.5,66.4,544.0,19.0,60.7,0,Saturday,May,True
2025-05-04,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,1690.5,261.47,1445.8,502.99,0.27,145,24.2,47.6,60.6,587.0,17.7,53.0,0,Sunday,May,True
2025-05-05,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3633.6,561.99,3214.2,190.37,0.0,293,48.8,58.7,117.2,1155.4,18.9,56.6,0,Monday,May,False
2025-05-06,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3580.2,553.74,3111.1,200.71,0.08,252,42.1,53.7,159.5,1157.2,17.6,59.9,0,Tuesday,May,False
2025-05-07,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3312.1,512.26,2715.6,1016.57,0.26,291,48.6,35.2,149.9,1215.9,19.3,66.2,0,Wednesday,May,False
2025-05-08,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3525.4,545.25,2586.6,625.74,0.24,258,43.0,60.0,155.0,1214.4,14.8,47.0,0,Thursday,May,False
2025-05-09,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3707.3,573.39,2793.2,554.78,0.03,280,46.7,62.7,156.4,1032.6,17.7,62.9,0,Friday,May,False
2025-05-10,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,1703.1,263.41,1494.1,336.2,0.43,134,22.3,68.3,67.1,673.3,14.9,58.0,0,Saturday,May,True
2025-05-11,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,1804.0,279.02,1470.4,400.72,0.06,171,28.6,56.1,75.3,659.2,18.4,57.6,0,Sunday,May,True
2025-05-12,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3487.6,539.42,2401.1,436.87,0.04,299,49.8,59.1,132.6,1238.2,17.8,56.8,0,Monday,May,False
2025-05-13,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3572.2,552.49,2660.2,829.69,0.01,320,53.3,47.5,144.1,1277.8,20.3,58.6,0,Tuesday,May,False
2025-05-14,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3562.5,551.0,2533.6,648.38,0.15,278,46.4,44.2,125.5,1179.8,19.4,63.6,0,Wednesday,May,False
2025-05-15,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3774.4,583.77,2909.9,517.59,0.32,321,53.5,63.2,133.0,1298.5,17.6,58.0,0,Thursday,May,False
2025-05-16,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3694.3,571.38,3014.8,411.48,0.03,290,48.3,58.6,132.6,1122.6,17.9,69.1,0,Friday,May,False
2025-05-17,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2062.6,319.02,1631.1,558.41,0.21,160,26.7,63.2,77.9,616.3,19.2,64.1,0,Saturday,May,True
2025-05-18,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,1819.0,281.34,1585.8,483.39,0.83,192,32.0,53.3,79.2,681.4,17.8,62.1,0,Sunday,May,True
2025-05-19,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3648.1,564.24,2621.0,443.87,0.17,275,45.8,70.6,133.0,1174.4,18.7,60.4,0,Monday,May,False
2025-05-20,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3558.5,550.38,2866.0,323.44,0.23,324,54.0,57.1,133.6,1230.6,20.8,67.3,0,Tuesday,May,False
2025-05-21,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3952.8,611.36,3005.7,419.76,0.32,302,50.4,50.0,135.6,1380.3,17.7,68.2,0,Wednesday,May,False
2025-05-22,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3680.9,569.31,2700.4,271.97,0.22,272,45.3,52.9,163.5,1247.7,18.4,55.8,0,Thursday,May,False
2025-05-23,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3505.1,542.12,2867.2,430.99,0.34,251,41.8,44.4,97.1,1235.3,18.7,58.2,0,Friday,May,False
2025-05-24,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2116.3,327.32,1547.7,450.73,0.0,142,23.7,48.8,61.6,630.3,24.0,65.0,0,Saturday,May,True
2025-05-25,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2086.5,322.72,1778.6,69.25,0.11,177,29.4,52.4,79.4,592.7,20.2,66.7,0,Sunday,May,True
2025-05-26,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3497.4,540.93,3056.2,401.89,0.0,339,56.4,65.2,136.4,1220.0,21.1,60.6,0,Monday,May,False
2025-05-27,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3610.9,558.48,3008.2,257.23,0.26,291,48.5,54.6,136.3,1321.1,20.6,58.5,0,Tuesday,May,False
2025-05-28,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3623.7,560.47,2480.7,513.42,0.37,293,48.8,62.2,144.3,1204.6,20.8,62.7,0,Wednesday,May,False
2025-05-29,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3979.6,615.5,2922.8,534.61,0.13,311,51.8,54.3,135.3,1270.3,20.4,69.9,0,Thursday,May,False
2025-05-30,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3761.3,581.75,2854.4,371.9,0.22,291,48.4,48.2,120.1,1362.4,20.3,62.8,0,Friday,May,False
2025-05-31,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2138.4,330.73,1572.8,521.13,0.06,176,29.4,58.6,78.9,750.0,17.7,56.4,0,Saturday,May,True
2025-06-01,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,1993.5,308.32,1397.9,527.56,0.18,163,27.2,49.4,72.4,705.3,20.5,63.4,0,Sunday,June,True
2025-06-02,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3819.8,590.8,2659.0,522.58,0.09,292,48.7,52.4,122.3,1263.1,19.9,66.8,0,Monday,June,False
2025-06-03,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4047.8,626.06,2904.1,671.87,0.18,268,44.7,68.4,144.7,1118.4,21.0,62.5,0,Tuesday,June,False
2025-06-04,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3682.4,569.54,3188.5,326.2,0.13,261,43.5,59.0,143.9,1199.3,20.2,69.4,0,Wednesday,June,False
2025-06-05,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3799.8,587.69,2796.4,662.24,0.44,197,32.9,49.6,135.4,1233.2,21.5,67.5,0,Thursday,June,False
2025-06-06,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3474.0,537.31,2848.6,402.68,0.17,324,54.0,59.8,164.9,1185.9,21.9,63.0,0,Friday,June,False
2025-06-07,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,1990.5,307.86,1853.9,308.11,0.16,156,26.1,48.8,86.5,707.5,16.2,63.6,0,Saturday,June,True
2025-06-08,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2049.8,317.03,1588.3,498.35,0.48,152,25.4,43.4,83.0,790.6,20.0,54.3,0,Sunday,June,True
2025-06-09,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3570.4,552.23,2935.2,268.93,0.19,232,38.7,62.2,181.6,1406.1,18.0,69.6,0,Monday,June,False
2025-06-10,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4126.3,638.21,2946.1,557.17,0.08,270,45.0,56.9,128.3,1296.1,21.2,62.0,0,Tuesday,June,False
2025-06-11,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3640.4,563.04,2660.4,191.91,0.11,266,44.4,53.7,122.0,1347.4,20.5,61.8,0,Wednesday,June,False
2025-06-12,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4024.5,622.46,3125.8,649.74,0.48,266,44.3,44.0,148.1,1215.7,23.1,61.1,0,Thursday,June,False
2025-06-13,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3896.4,602.64,2840.4,293.95,0.14,298,49.7,52.9,126.2,1416.0,21.5,66.2,0,Friday,June,False
2025-06-14,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2128.7,329.24,1648.6,565.14,0.11,161,26.8,56.3,72.3,630.8,20.6,58.4,0,Saturday,June,True
2025-06-15,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2320.3,358.87,1715.8,440.84,0.42,137,22.8,47.3,61.5,755.5,22.8,59.1,0,Sunday,June,True
2025-06-16,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3356.7,519.17,3489.9,478.57,0.05,251,41.8,55.3,143.1,1339.4,21.0,63.9,0,Monday,June,False
2025-06-17,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3847.7,595.12,2709.1,346.86,0.16,251,41.8,65.2,102.2,1229.2,20.8,61.1,0,Tuesday,June,False
2025-06-18,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3650.7,564.63,3246.3,491.11,0.39,341,56.8,56.5,129.2,1282.2,22.3,66.0,0,Wednesday,June,False
2025-06-19,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3453.3,534.1,3255.7,457.78,0.08,332,55.3,58.9,130.8,1201.0,24.2,61.4,0,Thursday,June,False
2025-06-20,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3642.7,563.41,2896.2,214.08,0.05,264,44.0,52.1,122.6,1208.1,23.2,72.4,0,Friday,June,False
2025-06-21,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2166.0,335.01,1763.7,289.87,0.12,127,21.2,48.1,53.1,640.9,22.9,67.9,0,Saturday,June,True
2025-06-22,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2075.0,320.93,1909.1,354.37,0.0,161,26.8,51.3,53.0,762.0,26.2,67.9,0,Sunday,June,True
2025-06-23,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4167.2,644.53,2887.5,321.62,0.04,290,48.3,62.0,116.5,1429.4,21.1,61.5,0,Monday,June,False
2025-06-24,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3913.8,605.33,3143.2,628.81,0.12,298,49.6,54.4,141.7,1121.6,21.2,76.6,0,Tuesday,June,False
2025-06-25,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3897.3,602.79,3191.6,438.2,0.23,310,51.6,53.7,136.8,1495.4,22.6,62.5,0,Wednesday,June,False
2025-06-26,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3908.3,604.49,3231.8,318.0,0.17,302,50.3,51.7,130.8,1327.2,24.8,61.1,0,Thursday,June,False
2025-06-27,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3971.4,614.24,3298.5,362.05,0.02,256,42.7,46.6,113.7,1358.7,21.2,68.3,0,Friday,June,False
2025-06-28,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2147.5,332.15,1736.1,359.95,0.39,163,27.2,64.0,75.8,658.6,25.4,65.8,0,Saturday,June,True
2025-06-29,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2095.6,324.11,1788.2,393.06,0.0,172,28.7,53.6,52.7,804.2,20.7,60.7,0,Sunday,June,True
2025-06-30,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4264.1,659.52,2902.5,272.61,0.46,268,44.6,51.5,84.0,1360.6,22.7,75.8,0,Monday,June,False
2025-07-01,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3884.2,600.75,3179.7,312.6,0.2,297,49.5,55.5,126.4,1452.3,23.3,69.8,0,Tuesday,July,False
2025-07-02,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3952.2,611.27,3026.4,554.42,0.34,273,45.4,51.5,120.4,1463.7,21.8,64.9,0,Wednesday,July,False
2025-07-03,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4159.7,643.36,2843.7,465.49,0.26,346,57.7,57.1,151.1,1478.0,22.3,76.9,0,Thursday,July,False
2025-07-04,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4142.9,640.76,3033.0,413.82,0.41,250,41.7,50.5,134.2,1293.6,24.5,69.0,0,Friday,July,False
2025-07-05,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2121.1,328.07,1780.8,437.53,0.17,177,29.5,55.8,90.0,736.2,25.6,64.9,0,Saturday,July,True
2025-07-06,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2348.5,363.23,1808.3,430.16,0.13,132,22.0,54.7,66.2,716.8,20.4,76.4,0,Sunday,July,True
2025-07-07,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4226.8,653.74,2861.6,405.14,0.22,340,56.7,67.2,140.7,1450.4,23.9,68.3,0,Monday,July,False
2025-07-08,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4148.3,641.59,2952.9,671.12,0.13,256,42.6,67.6,126.2,1400.0,23.6,68.1,0,Tuesday,July,False
2025-07-09,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4007.7,619.85,3385.4,504.93,0.25,294,49.0,60.2,158.3,1474.0,24.0,63.1,0,Wednesday,July,False
2025-07-10,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4023.1,622.24,3337.8,196.66,0.42,242,40.3,54.4,127.1,1481.7,23.5,65.2,0,Thursday,July,False
2025-07-11,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4083.3,631.55,3443.0,417.0,0.09,250,41.6,60.3,147.9,1211.2,22.1,62.9,0,Friday,July,False
2025-07-12,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2110.2,326.37,1966.2,206.75,0.16,173,28.8,60.1,60.5,831.3,26.4,72.2,0,Saturday,July,True
2025-07-13,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2278.4,352.39,1852.7,534.37,0.52,175,29.2,51.9,67.6,811.9,26.0,56.9,0,Sunday,July,True
2025-07-14,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4384.5,678.14,3129.5,554.58,0.11,295,49.2,44.1,129.5,1351.4,24.2,71.8,0,Monday,July,False
2025-07-15,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4390.4,679.05,3274.0,343.68,0.33,310,51.6,42.4,156.0,1424.4,23.7,60.6,0,Tuesday,July,False
2025-07-16,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4084.9,631.79,3683.2,419.27,0.31,319,53.1,54.2,87.9,1381.4,23.6,64.7,0,Wednesday,July,False
2025-07-17,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4457.1,689.36,3979.2,114.09,0.05,269,44.8,51.7,124.6,1456.7,20.7,63.5,0,Thursday,July,False
2025-07-18,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4678.8,723.66,3386.6,585.96,0.22,248,41.4,51.4,123.9,1363.2,25.2,62.3,0,Friday,July,False
2025-07-19,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2270.3,351.15,1877.1,545.71,0.84,158,26.4,49.7,49.7,797.3,26.0,68.3,0,Saturday,July,True
2025-07-20,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2415.4,373.58,1908.5,613.09,0.68,150,24.9,49.4,67.1,776.7,25.1,64.8,0,Sunday,July,True
2025-07-21,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3651.9,564.82,3292.8,664.57,0.24,300,50.0,59.3,100.8,1365.9,24.8,61.5,0,Monday,July,False
2025-07-22,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3914.7,605.47,3600.0,249.85,0.08,304,50.7,35.0,85.3,1430.2,25.3,65.6,0,Tuesday,July,False
2025-07-23,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4266.3,659.85,3566.3,744.9,0.14,269,44.8,58.9,126.0,1682.3,23.9,61.3,0,Wednesday,July,False
2025-07-24,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3994.9,617.87,3400.6,663.46,0.12,309,51.5,53.2,125.3,1349.2,24.5,62.0,0,Thursday,July,False
2025-07-25,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4781.4,739.52,3229.2,208.47,0.04,307,51.2,64.5,126.3,1395.2,25.1,57.2,0,Friday,July,False
2025-07-26,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2432.0,376.14,1603.9,410.94,0.05,170,28.4,56.8,74.9,746.0,26.4,62.4,0,Saturday,July,True
2025-07-27,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2488.6,384.91,1936.8,381.53,0.28,152,25.4,43.6,62.6,753.2,27.6,67.1,0,Sunday,July,True
2025-07-28,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4277.7,661.61,3389.6,568.01,0.04,311,51.8,42.6,166.4,1509.9,25.2,64.7,0,Monday,July,False
2025-07-29,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4034.8,624.05,3142.1,70.87,0.09,304,50.6,47.5,130.5,1502.8,24.1,73.6,0,Tuesday,July,False
2025-07-30,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4167.4,644.55,3043.0,714.97,1.33,307,51.2,56.7,156.4,1433.2,25.8,77.5,1,Wednesday,July,False
2025-07-31,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4374.9,676.65,3528.9,419.91,0.31,337,56.2,43.7,98.1,1539.6,28.8,62.0,0,Thursday,July,False
2025-08-01,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4151.7,642.13,2927.5,577.29,0.1,298,49.7,55.7,114.7,1518.9,24.5,60.1,0,Friday,August,False
2025-08-02,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2474.3,382.7,1894.3,427.92,0.06,149,24.8,59.6,79.6,783.8,27.3,69.9,0,Saturday,August,True
2025-08-03,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2484.4,384.25,1978.3,512.42,0.31,141,23.5,51.5,69.7,709.0,28.1,65.9,0,Sunday,August,True
2025-08-04,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4340.9,671.39,3523.8,81.96,0.03,321,53.5,49.1,110.0,1530.6,25.6,69.8,0,Monday,August,False
2025-08-05,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,3870.8,598.68,3275.3,378.25,0.38,299,49.8,40.8,95.0,1466.2,25.1,66.0,0,Tuesday,August,False
2025-08-06,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4802.1,742.73,3048.1,566.84,0.24,337,56.1,65.0,145.6,1453.6,27.1,63.0,0,Wednesday,August,False
2025-08-07,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,4305.6,665.93,3551.4,481.31,0.14,230,38.3,67.1,144.0,1406.3,26.9,62.9,0,Thursday,August,False
2025-08-08,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,5078.2,785.43,3723.8,186.7,0.24,315,52.5,63.1,135.9,1532.0,27.5,66.0,0,Friday,August,False
2025-08-09,F007,Singapore Regional HQ,Singapore,Singapore,Office,1.3521,103.8198,10000,600,2500.5,386.74,1785.8,446.53,0.13,155,25.8,53.2,66.8,821.6,29.6,62.7,0,Saturday,August,True
